PLAYER_ID,PLAYER_NAME,SEASON_YEAR,TOTAL_MIN,TOTAL_GAMES,AVG_MIN,FGM,FGA,FG_PCT,FGM_PER_GAME,FGA_PER_GAME,FG2M,FG2A,FG2_PCT,FG2M_PER_GAME,FG2A_PER_GAME,FG3M,FG3A,FG3_PCT,FG3M_PER_GAME,FG3A_PER_GAME,eFG_PCT,FTM,FTA,FT_PCT,FTM_PER_GAME,FTA_PER_GAME,OREB,DREB,REB,OREB_PER_GAME,DREB_PER_GAME,REB_PER_GAME,AST,TOV,AST_TO_RATIO,AST_PER_GAME,TOV_PER_GAME,STL,BLK,STL_PER_GAME,BLK_PER_GAME,PF,PF_PER_GAME,PTS,PTS_PER_GAME,PLUS_MINUS,player_type
1629638,Nickeil Alexander-Walker,2019-20 - 2023-24,5874,299,19.645484949832777,910,2237,0.4067948144836835,3.0434782608695654,7.481605351170568,491,1053,0.466286799620133,1.6421404682274248,3.5217391304347827,419,1184,0.3538851351351351,1.4013377926421404,3.959866220735786,0.5004470272686634,246,337,0.7299703264094956,0.822742474916388,1.1270903010033444,109,574,683,0.3645484949832775,1.919732441471572,2.2842809364548495,659,347,1.899135446685879,2.2040133779264215,1.160535117056856,206,116,0.6889632107023411,0.3879598662207358,479,1.6020066889632107,2485,8.311036789297658,34,1
1628960,Grayson Allen,2018-19 - 2023-24,8682,339,25.61061946902655,1197,2651,0.4515277253866465,3.5309734513274336,7.820058997050148,491,937,0.5240128068303095,1.448377581120944,2.7640117994100293,706,1714,0.411901983663944,2.0825958702064895,5.056047197640118,0.5846850245190495,470,543,0.8655616942909761,1.3864306784660767,1.6017699115044248,171,851,1022,0.504424778761062,2.510324483775811,3.0147492625368733,675,324,2.0833333333333335,1.991150442477876,0.9557522123893806,239,93,0.7050147492625368,0.2743362831858407,541,1.5958702064896757,3570,10.530973451327434,523,1
1628386,Jarrett Allen,2017-18 - 2023-24,13729,486,28.24897119341564,2460,3902,0.6304459251665813,5.061728395061729,8.02880658436214,2441,3791,0.6438934318121867,5.022633744855967,7.800411522633745,19,111,0.1711711711711711,0.0390946502057613,0.228395061728395,0.6328805740645823,1246,1753,0.710781517398745,2.5637860082304527,3.6069958847736623,1403,3038,4441,2.8868312757201644,6.251028806584362,9.137860082304528,790,670,1.1791044776119404,1.625514403292181,1.3786008230452675,294,630,0.6049382716049383,1.2962962962962965,986,2.02880658436214,6185,12.72633744855967,273,5
1628443,Kadeem Allen,2017-18 - 2018-19,520,37,14.054054054054054,71,163,0.4355828220858895,1.9189189189189189,4.405405405405405,54,116,0.4655172413793103,1.4594594594594594,3.135135135135135,17,47,0.3617021276595745,0.4594594594594595,1.2702702702702702,0.4877300613496932,49,63,0.7777777777777778,1.3243243243243243,1.7027027027027026,12,50,62,0.3243243243243243,1.351351351351351,1.6756756756756757,88,35,2.5142857142857142,2.3783783783783785,0.945945945945946,19,6,0.5135135135135135,0.1621621621621621,61,1.648648648648649,208,5.621621621621622,-55,7
202730,Lavoy Allen,2011-12 - 2015-16,6025,327,18.425076452599388,751,1590,0.4723270440251572,2.2966360856269112,4.862385321100917,749,1576,0.475253807106599,2.290519877675841,4.819571865443425,2,14,0.1428571428571428,0.0061162079510703,0.0428134556574923,0.4729559748427673,166,244,0.680327868852459,0.5076452599388379,0.746177370030581,610,1014,1624,1.8654434250764529,3.1009174311926606,4.966360856269113,327,228,1.4342105263157894,1.0,0.6972477064220184,102,190,0.3119266055045872,0.581039755351682,628,1.9204892966360856,1670,5.107033639143731,6,7
2124,Malik Allen,2001-02 - 2009-10,7081,460,15.393478260869566,1028,2334,0.4404455869751499,2.234782608695652,5.073913043478261,1025,2318,0.4421915444348576,2.2282608695652173,5.039130434782609,3,16,0.1875,0.0065217391304347,0.0347826086956521,0.4410882604970008,252,323,0.7801857585139319,0.5478260869565217,0.7021739130434783,454,867,1321,0.9869565217391304,1.8847826086956525,2.871739130434783,224,317,0.7066246056782335,0.4869565217391304,0.6891304347826087,129,216,0.2804347826086956,0.4695652173913043,867,1.8847826086956525,2311,5.023913043478261,-521,7
2754,Tony Allen,2004-05 - 2016-17,17800,798,22.305764411027567,2544,5356,0.4749813293502614,3.18796992481203,6.711779448621554,2423,4924,0.4920796100731113,3.036340852130326,6.170426065162907,121,432,0.2800925925925926,0.1516290726817042,0.5413533834586466,0.486277072442121,1342,1888,0.7108050847457628,1.681704260651629,2.3659147869674184,1001,1836,2837,1.2543859649122806,2.300751879699248,3.555137844611529,1068,1099,0.9717925386715196,1.3383458646616542,1.3771929824561404,1147,334,1.43734335839599,0.4185463659147869,1898,2.3784461152882206,6551,8.209273182957393,983,5
201165,Morris Almond,2007-08 - 2010-11,297,34,8.735294117647058,37,96,0.3854166666666667,1.088235294117647,2.823529411764706,31,75,0.4133333333333333,0.9117647058823528,2.2058823529411766,6,21,0.2857142857142857,0.1764705882352941,0.6176470588235294,0.4166666666666667,25,32,0.78125,0.7352941176470589,0.9411764705882352,9,29,38,0.2647058823529412,0.8529411764705882,1.1176470588235294,10,18,0.5555555555555556,0.2941176470588235,0.5294117647058824,5,4,0.1470588235294117,0.1176470588235294,36,1.0588235294117647,105,3.088235294117647,-53,7
1630631,Jose Alvarado,2021-22 - 2023-24,3175,171,18.567251461988302,474,1128,0.4202127659574468,2.7719298245614037,6.5964912280701755,281,564,0.4982269503546099,1.6432748538011697,3.298245614035088,193,564,0.3421985815602837,1.128654970760234,3.298245614035088,0.5057624113475178,136,185,0.7351351351351352,0.7953216374269005,1.08187134502924,78,291,369,0.4561403508771929,1.7017543859649122,2.1578947368421053,455,161,2.8260869565217392,2.6608187134502925,0.9415204678362572,197,32,1.152046783625731,0.1871345029239766,287,1.6783625730994152,1277,7.467836257309941,488,4
202329,Al-Farouq Aminu,2010-11 - 2019-20,17276,688,25.11046511627907,1910,4542,0.420519594892118,2.7761627906976742,6.601744186046512,1375,2945,0.466893039049236,1.998546511627907,4.280523255813954,535,1597,0.3350031308703819,0.7776162790697675,2.321220930232558,0.4794143549097314,893,1199,0.7447873227689742,1.2979651162790695,1.742732558139535,960,3210,4170,1.3953488372093024,4.665697674418604,6.061046511627907,848,835,1.015568862275449,1.2325581395348837,1.2136627906976745,659,388,0.9578488372093024,0.563953488372093,1273,1.850290697674419,5248,7.627906976744186,208,4
